title,destination,image_id,image_url,image_thumb_url,image_title,image_name,image_width,image_height,image_copyright,image_license,image_license_url,location_lat,location_lng,location_city_id,location_city_istat,location_city_city,location_city_country,location_city_province,location_city_province_short,location_city_region,permalink,updated_at
Soliera,Bologna-Modena,585,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/585/Soliera-MO-Castello_Campori-ph.Comune_Modena-CCBYNCSA.jpg,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/585/conversions/Soliera-MO-Castello_Campori-ph.Comune_Modena-CCBYNCSA-thumb.jpg,"Soliera (MO), Castello Campori",Soliera-MO-Castello_Campori-ph.Comune_Modena-CCBYNCSA,1422,800,"Soliera (MO), Castello Campori, Archivio Comune di Modena","CC BY-NC-SA 3.0",http://creativecommons.org/licenses/by-nc-sa/3.0/it/legalcode,44.7381223,10.924652,185,36044,Soliera,Italia,Modena,MO,"Emilia Romagna",https://emiliaromagnaturismo.it/it/localita/soliera,"2020-09-04 06:04:43"
Polinago,Bologna-Modena,359,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/359/Polinago-MO-Ponte_Ercole-Wikipedia-CCBYSA30.jpg,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/359/conversions/Polinago-MO-Ponte_Ercole-Wikipedia-CCBYSA30-thumb.jpg,"Polinago (MO), Ponte Ercole",Polinago-MO-Ponte_Ercole-Wikipedia-CCBYSA30,1600,1200,"Polinago (MO), Ponte Ercole via Wikipedia","CC BY-SA 3.0",http://creativecommons.org/licenses/by-sa/3.0/it/legalcode,44.3441887,10.723175,173,36032,Polinago,Italia,Modena,MO,"Emilia Romagna",https://emiliaromagnaturismo.it/it/localita/polinago,"2020-11-20 16:01:04"
"Marano sul Panaro",Bologna-Modena,2368,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/2341/ParcoFluvialeMaranoPanaro2.jpg,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/2341/conversions/ParcoFluvialeMaranoPanaro2-thumb.jpg,"Marano sul Panaro (MO), parco fluviale",ParcoFluvialeMaranoPanaro2,1365,768,"Marano sul Panaro (MO), parco fluviale, ph. archivioAreePicnic.it","CC BY-NC-SA 3.0",http://creativecommons.org/licenses/by-nc-sa/3.0/it/legalcode,44.4558446,10.9663823,161,36020,"Marano sul Panaro",Italia,Modena,MO,"Emilia Romagna",https://emiliaromagnaturismo.it/it/localita/marano-sul-panaro,"2020-12-04 16:43:20"
Montese,Bologna-Modena,2216,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/2189/montese-mo.jpg,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/2189/conversions/montese-mo-thumb.jpg,"Montese (MO) - Vedute",montese-mo,1920,800,"Montese (MO) - Paesaggio","CC BY-NC-SA 3.0",http://creativecommons.org/licenses/by-nc-sa/3.0/it/legalcode,44.2680699,10.9407801,167,36026,Montese,Italia,Modena,MO,"Emilia Romagna",https://emiliaromagnaturismo.it/it/localita/montese,"2020-12-23 10:41:16"
Serramazzoni,Bologna-Modena,2215,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/2188/serramazzoni-mo.jpg,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/2188/conversions/serramazzoni-mo-thumb.jpg,"Serramazzoni (MO), veduta del paese",serramazzoni-mo,1920,800,"Serramazzoni (MO), veduta del paese, archivio Comune di Serramazzoni","CC BY-NC-SA 3.0",http://creativecommons.org/licenses/by-nc-sa/3.0/it/legalcode,44.4214274,10.7902383,183,36042,Serramazzoni,Italia,Modena,MO,"Emilia Romagna",https://emiliaromagnaturismo.it/it/localita/serramazzoni,"2020-12-23 11:15:14"
Sestola,Bologna-Modena,2214,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/2187/sestola-mo-ph-roberto-denti.jpg,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/2187/conversions/sestola-mo-ph-roberto-denti-thumb.jpg,"Sestola - MO - Veduta del paese dalla Rocca",sestola-mo-ph-roberto-denti,1500,603,"Sestola - MO - Veduta del paese dalla Rocca, ph. Roberto Denti, Archivio Comune di Sestola","CC BY-NC-SA 3.0",http://creativecommons.org/licenses/by-nc-sa/3.0/it/legalcode,44.2301776,10.7713179,184,36043,Sestola,Italia,Modena,MO,"Emilia Romagna",https://emiliaromagnaturismo.it/it/localita/sestola,"2020-12-23 11:18:40"
Fanano,Bologna-Modena,342,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/342/Fanano-MO-veduta-ph.RobertoLeoni-VisitFanano-Facebook-CCBYNCSA.jpg,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/342/conversions/Fanano-MO-veduta-ph.RobertoLeoni-VisitFanano-Facebook-CCBYNCSA-thumb.jpg,"Fanano (MO), veduta",Fanano-MO-veduta-ph.RobertoLeoni-VisitFanano-Facebook-CCBYNCSA,1600,699,"Fanano (MO), veduta, ph. Roberto Leoni, Visit Fanano via Facebook","CC BY-NC-SA 3.0",http://creativecommons.org/licenses/by-nc-sa/3.0/it/legalcode,44.20744,10.7951,152,36011,Fanano,Italia,Modena,MO,"Emilia Romagna",https://emiliaromagnaturismo.it/it/localita/fanano,"2020-11-20 16:04:27"
Fiumalbo,Bologna-Modena,344,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/344/Fiumalbo-MO-veduta_dal_Costolo-ph.Massic80-CCBYSA30.jpg,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/344/conversions/Fiumalbo-MO-veduta_dal_Costolo-ph.Massic80-CCBYSA30-thumb.jpg,"Fiumalbo (MO), veduta dal Costolo",Fiumalbo-MO-veduta_dal_Costolo-ph.Massic80-CCBYSA30,1600,1200,"Fiumalbo (MO), veduta dal Costolo, ph. Massic80","CC BY-SA 3.0",http://creativecommons.org/licenses/by-sa/3.0/it/legalcode,44.17944,10.647943,155,36014,Fiumalbo,Italia,Modena,MO,"Emilia Romagna",https://emiliaromagnaturismo.it/it/localita/fiumalbo,"2020-11-20 16:00:08"
Pievepelago,Bologna-Modena,2213,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/2186/pievepelago-mo.jpg,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/2186/conversions/pievepelago-mo-thumb.jpg,"Pievepelago - (MO) - Paesaggio",pievepelago-mo,1200,800,"Pievepelago (MO) Paesaggio","CC BY-NC-SA 3.0",http://creativecommons.org/licenses/by-nc-sa/3.0/it/legalcode,44.2069771,10.6169535,172,36031,Pievepelago,Italia,Modena,MO,"Emilia Romagna",https://emiliaromagnaturismo.it/it/localita/pievepelago,"2020-12-23 10:50:38"
Montefiorino,Bologna-Modena,354,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/354/Montefiorino-MO-Rocca-ph.MaurizioSerradimigni-ComuneMontefiorino-Facebook-CCBYNCSA.jpg,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/354/conversions/Montefiorino-MO-Rocca-ph.MaurizioSerradimigni-ComuneMontefiorino-Facebook-CCBYNCSA-thumb.jpg,"Montefiorino (MO), Rocca",Montefiorino-MO-Rocca-ph.MaurizioSerradimigni-ComuneMontefiorino-Facebook-CCBYNCSA,1600,1199,"Montefiorino (MO), Rocca | Ph. Maurizio Serradimigni, Comune di Montefiorino via Facebook","CC BY-NC-SA 3.0",http://creativecommons.org/licenses/by-nc-sa/3.0/it/legalcode,44.3594791,10.6252068,166,36025,Montefiorino,Italia,Modena,MO,"Emilia Romagna",https://emiliaromagnaturismo.it/it/localita/montefiorino,"2020-12-10 16:03:52"
Palagano,Bologna-Modena,356,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/356/Palagano-MO-Palazzo_Sabatini-ph.ComunediPalagano-Facebook-CCBYNCSA.jpg,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/356/conversions/Palagano-MO-Palazzo_Sabatini-ph.ComunediPalagano-Facebook-CCBYNCSA-thumb.jpg,"Palagano (MO), Palazzo Sabatini",Palagano-MO-Palazzo_Sabatini-ph.ComunediPalagano-Facebook-CCBYNCSA,1600,1197,"Palagano (MO), Palazzo Sabatini, Ph. Comune di Palagano via Facebook","CC BY-NC-SA 3.0",http://creativecommons.org/licenses/by-nc-sa/3.0/it/legalcode,44.320682,10.6475792,170,36029,Palagano,Italia,Modena,MO,"Emilia Romagna",https://emiliaromagnaturismo.it/it/localita/palagano,"2020-12-04 16:51:11"
"Prignano sulla Secchia",Bologna-Modena,360,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/360/Prignano_sulla_Secchia-MO-campanile_di_Sassomorello-ph.Casadelduca-CCBYSA30.jpeg,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/360/conversions/Prignano_sulla_Secchia-MO-campanile_di_Sassomorello-ph.Casadelduca-CCBYSA30-thumb.jpg,"Prignano sulla Secchia (MO), Campanile di Sassomorello",Prignano_sulla_Secchia-MO-campanile_di_Sassomorello-ph.Casadelduca-CCBYSA30,1600,1200,"Prignano sulla Secchia (MO), Campanile di Sassomorello | Ph. Casadelduca","CC BY-SA 3.0",http://creativecommons.org/licenses/by-sa/3.0/it/legalcode,44.4374761,10.6897001,174,36033,"Prignano sulla Secchia",Italia,Modena,MO,"Emilia Romagna",https://emiliaromagnaturismo.it/it/localita/prignano-sulla-secchia,"2020-12-11 06:12:30"
Frassinoro,Bologna-Modena,346,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/346/Frassinoro-MO-veduta-ph.ComunediFrassinoro-Facebook-CCBYNCSA.jpg,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/346/conversions/Frassinoro-MO-veduta-ph.ComunediFrassinoro-Facebook-CCBYNCSA-thumb.jpg,"Frassinoro (MO), veduta",Frassinoro-MO-veduta-ph.ComunediFrassinoro-Facebook-CCBYNCSA,1600,900,"Frassinoro (MO), veduta | Ph. Comune di Frassinoro via Facebook","CC BY-NC-SA 3.0",http://creativecommons.org/licenses/by-nc-sa/3.0/it/legalcode,44.2956854,10.5731911,157,36016,Frassinoro,Italia,Modena,MO,"Emilia Romagna",https://emiliaromagnaturismo.it/it/localita/frassinoro,"2020-12-04 17:15:35"
"Pavullo nel Frignano",Bologna-Modena,2210,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/2183/pavullo-mo.jpg,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/2183/conversions/pavullo-mo-thumb.jpg,"Pavullo nel Frignano (MO), veduta città",pavullo-mo,1920,800,"Pavullo nel Frignano (MO), veduta città, archivio IAT Cimone","CC BY-NC-SA 3.0",http://creativecommons.org/licenses/by-nc-sa/3.0/it/legalcode,44.3412645,10.8349176,171,36030,"Pavullo nel Frignano",Italia,Modena,MO,"Emilia Romagna",https://emiliaromagnaturismo.it/it/localita/pavullo-nel-frignano,"2020-12-23 10:46:14"
Riolunato,Bologna-Modena,361,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/361/Riolunato-MO-chiesetta_a_Polle-ph.RobertoFerrari-CCBYSA20.jpg,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/361/conversions/Riolunato-MO-chiesetta_a_Polle-ph.RobertoFerrari-CCBYSA20-thumb.jpg,"Riolunato (MO), Chiesetta a Polle",Riolunato-MO-chiesetta_a_Polle-ph.RobertoFerrari-CCBYSA20,1600,1066,"Riolunato (MO), Chiesetta a Polle, ph. Roberto Ferrari","CC BY-SA 2.0",http://creativecommons.org/licenses/by-sa/2.0/it/legalcode,44.230294,10.6529766,176,36035,Riolunato,Italia,Modena,MO,"Emilia Romagna",https://emiliaromagnaturismo.it/it/localita/riolunato,"2020-11-20 15:57:26"
Montecreto,Bologna-Modena,353,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/353/Montecreto-MO-veduta-ph.IATCimoneSestola-CCBYNCSA.jpg,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/353/conversions/Montecreto-MO-veduta-ph.IATCimoneSestola-CCBYNCSA-thumb.jpg,"Montecreto (MO), veduta",Montecreto-MO-veduta-ph.IATCimoneSestola-CCBYNCSA,1600,996,"Montecreto (MO), veduta, ph. IAT Cimone Sestola","CC BY-NC-SA 3.0",http://creativecommons.org/licenses/by-nc-sa/3.0/it/legalcode,44.2489337,10.7207604,165,36024,Montecreto,Italia,Modena,MO,"Emilia Romagna",https://emiliaromagnaturismo.it/it/localita/montecreto,"2020-11-20 15:50:49"
"Lama Mocogno",Bologna-Modena,4076,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/4049/Lama-Mocogno-%28MO%29%2C-Piazza-Bassa%2C-Archivio-Iat-Cimone.jpg,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/4049/conversions/Lama-Mocogno-%28MO%29%2C-Piazza-Bassa%2C-Archivio-Iat-Cimone-thumb.jpg,"Lama Mocogno (MO), Piazza Bassa","Lama Mocogno (MO), Piazza Bassa, Archivio Iat Cimone",1800,992,"Lama Mocogno (MO), Festa del Parmigiano Reggiano, Ph. Francesco Gherardi, Archivio Iat Cimone","CC BY-NC-SA 3.0",http://creativecommons.org/licenses/by-nc-sa/3.0/it/legalcode,44.3085281,10.7317356,159,36018,"Lama Mocogno",Italia,Modena,MO,"Emilia Romagna",https://emiliaromagnaturismo.it/it/localita/lama-mocogno,"2020-11-20 15:44:52"
Zocca,Bologna-Modena,352,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/352/Montecorone-Zocca-MO-veduta-ph.PrimoMasotti-TerrediCastelli-Facebook-CCBYNCSA.jpg,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/352/conversions/Montecorone-Zocca-MO-veduta-ph.PrimoMasotti-TerrediCastelli-Facebook-CCBYNCSA-thumb.jpg,"Montecorone di Zocca (MO), veduta",Montecorone-Zocca-MO-veduta-ph.PrimoMasotti-TerrediCastelli-Facebook-CCBYNCSA,1600,1066,"Montecorone di Zocca (MO), veduta | Ph. Primo Masotti, TerrediCastelli via Facebook","CC BY-NC-SA 3.0",http://creativecommons.org/licenses/by-nc-sa/3.0/it/legalcode,44.3463118,10.9935642,188,36047,Zocca,Italia,Modena,MO,"Emilia Romagna",https://emiliaromagnaturismo.it/it/localita/zocca,"2020-12-10 16:01:58"
Guiglia,Bologna-Modena,362,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/362/Roccamalatina-Guiglia-MO-Parco_dei_Sassi_di_Roccamalatina-ph.GiorgioGaleotti-CCBY40.jpg,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/362/conversions/Roccamalatina-Guiglia-MO-Parco_dei_Sassi_di_Roccamalatina-ph.GiorgioGaleotti-CCBY40-thumb.jpg,"Roccamalatina, Guiglia (MO), Parco dei Sassi di Roccamalatina",Roccamalatina-Guiglia-MO-Parco_dei_Sassi_di_Roccamalatina-ph.GiorgioGaleotti-CCBY40,1600,1066,"Roccamalatina, Guiglia (MO), Parco dei Sassi di Roccamalatina, Ph. Giorgio Galeotti","CC BY 4.0",http://creativecommons.org/licenses/by/4.0/it/legalcode,44.4259032,10.9605868,158,36017,Guiglia,Italia,Modena,MO,"Emilia Romagna",https://emiliaromagnaturismo.it/it/localita/guiglia,"2020-12-04 16:34:40"
Bologna,Bologna-Modena,1751,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/1724/Bologna%2C-Veduta-dalle-due-torri%2C-Ph.-Capuano%2C-Archivio-Bologna-Welcome%2C-CC-BY--NC-SA-3.0.jpg,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/1724/conversions/Bologna%2C-Veduta-dalle-due-torri%2C-Ph.-Capuano%2C-Archivio-Bologna-Welcome%2C-CC-BY--NC-SA-3.0-thumb.jpg,"Bologna, Veduta dalle due torri","Bologna, Veduta dalle due torri, Ph. Capuano, Archivio Bologna Welcome, CC-BY- NC-SA 3.0",1200,751,"Bologna, Veduta dalle due torri, Ph. Capuano, Archivio Bologna Welcome","CC BY-SA 3.0",http://creativecommons.org/licenses/by-sa/3.0/it/legalcode,44.4943319,11.3431891,194,37006,Bologna,Italia,Bologna,BO,"Emilia Romagna",https://emiliaromagnaturismo.it/it/localita/bologna,"2020-07-13 12:35:14"
Marzabotto,Bologna-Modena,412,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/412/Marzabotto%2CBologna%2CArea_Archeologica_Kainua%2CFrancesco_Lazzarin%2CWLM2015_CC_BY_SA_40.jpg,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/412/conversions/Marzabotto%2CBologna%2CArea_Archeologica_Kainua%2CFrancesco_Lazzarin%2CWLM2015_CC_BY_SA_40-thumb.jpg,"Marzabotto (BO), Area Archeologica Kainua","Marzabotto,Bologna,Area_Archeologica_Kainua,Francesco_Lazzarin,WLM2015_CC_BY_SA_40",1200,800,"Marzabotto (BO), Area Archeologica Kainua, ph. Francesco Lazzarin","CC BY-SA 4.0",http://creativecommons.org/licenses/by-sa/4.0/it/legalcode,44.3425357,11.2060859,224,37036,Marzabotto,Italia,Bologna,BO,"Emilia Romagna",https://emiliaromagnaturismo.it/it/localita/marzabotto,"2020-07-31 15:38:29"
"Gaggio Montano",Bologna-Modena,392,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/392/Gaggio_Montano%2CBologna%2CRocca_pitigliana_inverno%2CArchivio_Viviappennino_CC_BY_NC_SA.jpg,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/392/conversions/Gaggio_Montano%2CBologna%2CRocca_pitigliana_inverno%2CArchivio_Viviappennino_CC_BY_NC_SA-thumb.jpg,"Gaggio Montano (BO), Rocca Pitigliana Inverno","Gaggio_Montano,Bologna,Rocca_pitigliana_inverno,Archivio_Viviappennino_CC_BY_NC_SA",1200,900,"Gaggio Montano (BO), Rocca Pitigliana Inverno, ph. Viviappennino.it","CC BY-NC-SA 3.0",http://creativecommons.org/licenses/by-nc-sa/3.0/it/legalcode,44.198485,10.936038,215,37027,"Gaggio Montano",Italia,Bologna,BO,"Emilia Romagna",https://emiliaromagnaturismo.it/it/localita/gaggio-montano,"2020-07-31 15:36:52"
"Grizzana Morandi",Bologna-Modena,411,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/411/Grizzana_Morandi%2CBologna%2CRocchetta_Mattei%2CRapallo80%2CWikiM_CC_BY_SA_40.jpg,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/411/conversions/Grizzana_Morandi%2CBologna%2CRocchetta_Mattei%2CRapallo80%2CWikiM_CC_BY_SA_40-thumb.jpg,"Grizzana Morandi (BO), Rocchetta Mattei","Grizzana_Morandi,Bologna,Rocchetta_Mattei,Rapallo80,WikiM_CC_BY_SA_40",1200,900,"Grizzana Morandi (BO), Rocchetta Mattei, ph. Rapallo80","CC BY-SA 4.0",http://creativecommons.org/licenses/by-sa/4.0/it/legalcode,44.2553407,11.1504261,219,37031,"Grizzana Morandi",Italia,Bologna,BO,"Emilia Romagna",https://emiliaromagnaturismo.it/it/localita/grizzana-morandi,"2020-07-31 15:35:35"
"Castel d'Aiano",Bologna-Modena,390,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/390/Castel_d_Aiano%2CBologna%2CLabante_grotte%2CArchivio_Viviappennino_CC_BY_NC_SA.jpg,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/390/conversions/Castel_d_Aiano%2CBologna%2CLabante_grotte%2CArchivio_Viviappennino_CC_BY_NC_SA-thumb.jpg,"Castel d'Aiano (BO) Grotte di Labante, Ph. Viviappennino.itCC_BY_NC_SA","Castel_d_Aiano,Bologna,Labante_grotte,Archivio_Viviappennino_CC_BY_NC_SA",1200,865,"Castel d'Aiano (BO) Grotte di Labante, Ph. Viviappennino.it","CC BY-NC-SA 3.0",http://creativecommons.org/licenses/by-nc-sa/3.0/it/legalcode,44.2809055,11.0011035,201,37013,"Castel d'Aiano",Italia,Bologna,BO,"Emilia Romagna",https://emiliaromagnaturismo.it/it/localita/castel-d-aiano,"2020-08-05 15:24:07"
"Castel di Casio",Bologna-Modena,410,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/410/Castel_di_casio%2CBologna%2CPaesaggio%2CArchivio_Comune_Castel_di_Casio_CC_BY_NC_SA.jpg,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/410/conversions/Castel_di_casio%2CBologna%2CPaesaggio%2CArchivio_Comune_Castel_di_Casio_CC_BY_NC_SA-thumb.jpg,"Castel di Casio (BO), Paesaggio","Castel_di_casio,Bologna,Paesaggio,Archivio_Comune_Castel_di_Casio_CC_BY_NC_SA",1200,440,"Castel di Casio (BO), Paesaggio, ph. Comune Castel di Casio","CC BY-NC-SA 3.0",http://creativecommons.org/licenses/by-nc-sa/3.0/it/legalcode,44.1628878,11.0368613,203,37015,"Castel di Casio",Italia,Bologna,BO,"Emilia Romagna",https://emiliaromagnaturismo.it/it/localita/castel-di-casio,"2020-07-31 15:33:54"
Camugnano,Bologna-Modena,408,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/408/camugnano_bo_palazzo_comelli_ph.marcello_balletti_archivio_unione_appennino-bolognese.jpg,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/408/conversions/camugnano_bo_palazzo_comelli_ph.marcello_balletti_archivio_unione_appennino-bolognese-thumb.jpg,"Camugnano (BO), Palazzo Comelli","camugnano_bo_palazzo_comelli_ph.marcello_balletti_archivio_unione_appennino bolognese",1200,901,"Camugnano (BO), Palazzo Comelli, ph. Marcello Balletti, Unione Appennino bolognese","CC BY-NC-SA 3.0",http://creativecommons.org/licenses/by-nc-sa/3.0/it/legalcode,44.16899,11.0879169,198,37010,Camugnano,Italia,Bologna,BO,"Emilia Romagna",https://emiliaromagnaturismo.it/it/localita/camugnano,"2020-08-05 15:18:22"
"Lizzano in Belvedere",Bologna-Modena,329,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/329/Lizzano_in_Belvedere-Bologna-Panorama_vidiciatico--Luciano_Marchi_CC_BY_NC_SA_CELUM.jpg,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/329/conversions/Lizzano_in_Belvedere-Bologna-Panorama_vidiciatico--Luciano_Marchi_CC_BY_NC_SA_CELUM-thumb.jpg,"Lizzano in Belvedere (BO), Panorama","Lizzano_in_Belvedere-Bologna-Panorama_vidiciatico- Luciano_Marchi_CC_BY_NC_SA_CELUM",1200,760,"Lizzano in Belvedere (BO), Panorama, ph. Luciano Marchi","CC BY-NC-SA 4.0",http://creativecommons.org/licenses/by-nc-sa/4.0/it/legalcode,44.161567,10.893842,221,37033,"Lizzano in Belvedere",Italia,Bologna,BO,"Emilia Romagna",https://emiliaromagnaturismo.it/it/localita/lizzano-in-belvedere,"2020-10-02 09:15:52"
"Porretta Terme",Bologna-Modena,405,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/405/Porretta_Terme-bologna-Panorama_180%C2%B0-Norkypoint-WikiM_CC_BY_SA_40.jpg,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/405/conversions/Porretta_Terme-bologna-Panorama_180%C2%B0-Norkypoint-WikiM_CC_BY_SA_40-thumb.jpg,"Porretta Terme (BO), Panorama",Porretta_Terme-bologna-Panorama_180°-Norkypoint-WikiM_CC_BY_SA_40,1200,647,"Porretta Terme (BO), Panorama, ph. Norkypoint","CC BY-SA 4.0",http://creativecommons.org/licenses/by-sa/4.0/it/legalcode,44.1546992,10.9759757,355,37062,"Alto Reno Terme",Italia,Bologna,BO,"Emilia Romagna",https://emiliaromagnaturismo.it/it/localita/porretta-terme,"2020-10-16 11:09:51"
"Monte San Pietro",Bologna-Modena,402,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/402/Monte_San_Pietro%2CBologna%2CLoc_Ponterivabella_Veduta%2CMarrina_Anra%2CWiki_CC_BY_SA_40.jpg,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/402/conversions/Monte_San_Pietro%2CBologna%2CLoc_Ponterivabella_Veduta%2CMarrina_Anra%2CWiki_CC_BY_SA_40-thumb.jpg,"Monte San Pietro (BO), Località Ponterivabella","Monte_San_Pietro,Bologna,Loc_Ponterivabella_Veduta,Marrina_Anra,Wiki_CC_BY_SA_40",1200,708,"Monte San Pietro (BO), Località Ponterivabella, ph. Marrina_Anra","CC BY-SA 4.0",http://creativecommons.org/licenses/by-sa/4.0/it/legalcode,44.43786,11.135997,229,37042,"Monte San Pietro",Italia,Bologna,BO,"Emilia Romagna",https://emiliaromagnaturismo.it/it/localita/monte-san-pietro,"2020-07-31 15:28:46"
Vergato,Bologna-Modena,393,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/393/vergato_bo_palazzo_dei-capitani-della-montagna_archivio_unione_Appennino-bolognese.jpg,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/393/conversions/vergato_bo_palazzo_dei-capitani-della-montagna_archivio_unione_Appennino-bolognese-thumb.jpg,"Vergato (BO), Palazzo dei Capitani della Montagna","vergato_bo_palazzo_dei capitani della montagna_archivio_unione_Appennino bolognese",1200,800,"Vergato (BO), Palazzo dei Capitani della Montagna, Archivio Unione Appennino bolognese","CC BY-NC-SA 3.0",http://creativecommons.org/licenses/by-nc-sa/3.0/it/legalcode,44.282512,11.1113579,247,37059,Vergato,Italia,Bologna,BO,"Emilia Romagna",https://emiliaromagnaturismo.it/it/localita/vergato,"2020-10-08 15:36:57"
Bazzano,Bologna-Modena,2158,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/2131/Valsamoggia%2CRoccadeiBentivoglio%2Cph.CesareManzini%2CUIT-Colli-bolognesi%2CCC-BY-NC-SA-3.0.jpg,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/2131/conversions/Valsamoggia%2CRoccadeiBentivoglio%2Cph.CesareManzini%2CUIT-Colli-bolognesi%2CCC-BY-NC-SA-3.0-thumb.jpg,"Valsamoggia (BO), Rocca dei Bentivoglio","Valsamoggia,RoccadeiBentivoglio,ph.CesareManzini,UIT Colli bolognesi,CC-BY-NC-SA 3.0",2048,1365,"Valsamoggia (BO), Rocca dei Bentivoglio, ph. CesareManzini, Archivio UIT Colli bolognesi","CC BY-NC-SA 3.0",http://creativecommons.org/licenses/by-nc-sa/3.0/it/legalcode,44.504785,11.083302,356,37061,Valsamoggia,Italia,Bologna,BO,"Emilia Romagna",https://emiliaromagnaturismo.it/it/localita/bazzano,"2020-11-03 14:05:13"
"Corno alle Scale",Bologna-Modena,385,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/385/Lizzano_in_Belvedere-Bologna-Parco_Corno_Alle_Scale-Durmas_Durelli_Massimo-WLM2012_CC_BY_SA_30.jpg,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/385/conversions/Lizzano_in_Belvedere-Bologna-Parco_Corno_Alle_Scale-Durmas_Durelli_Massimo-WLM2012_CC_BY_SA_30-thumb.jpg,"Lizzano in Belvedere (BO), Parco del Corno alle Scale",Lizzano_in_Belvedere-Bologna-Parco_Corno_Alle_Scale-Durmas_Durelli_Massimo-WLM2012_CC_BY_SA_30,1400,655,"Lizzano in Belvedere (BO), Parco del Corno alle Scale, ph. Durelli Massimo","CC BY-SA 3.0",http://creativecommons.org/licenses/by-sa/3.0/it/legalcode,44.1466894,10.8225713,221,37033,"Lizzano in Belvedere",Italia,Bologna,BO,"Emilia Romagna",https://emiliaromagnaturismo.it/it/localita/corno-alle-scale,"2020-10-08 15:33:47"
